reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org,owner_org_title
C-2017-2018-Q2-01870,EP36180859,COSSETTE COMMUNICATIONS INC.,,,2017-09-14,301,Advertising services,Services de réclame,2017-09-14,2018-03-31,30055.56,30055.56,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Services de réclame,,,0,,,S,T003,CA,TC,0,0,,N,A65,N,N,,EP361-180859/002/CZ,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-01865,EP31680592,COSSETTE COMMUNICATIONS INC.,,,2017-08-03,301,Advertising services,Services de réclame,2017-08-03,2018-03-31,74607.12,74607.12,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Services de réclame,,,0,,,S,T003,CA,TC,0,0,,N,A65,N,N,,EP361-180592/002/CZ,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-01867,EP36180492,COSSETTE COMMUNICATIONS INC.,,,2017-07-13,301,Advertising services,Services de réclame,2017-07-13,2018-03-31,94581,94581,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Services de réclame,,,0,,,S,T003,CA,TC,0,0,,N,A65,N,N,,EP361-180492/002/CZ,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-01868,EP36180494,COSSETTE COMMUNICATIONS INC.,,,2017-07-14,301,Advertising services,Services de réclame,2017-07-14,2018-03-31,89326.5,89326.5,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Services de réclame,,,0,,,S,T003,CA,TC,0,0,,N,A65,N,N,,EP361-180492/004/CZ,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-01869,EP36180496,COSSETTE COMMUNICATIONS INC.,,,2017-07-14,301,Advertising services,Services de réclame,2017-07-14,2018-03-31,73224,73224,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Services de réclame,,,0,,,S,T003,CA,TC,0,0,,N,A65,N,N,,EP361-180492/006/CZ,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02184,LSO70006301,AMPLEXOR CANADA,,,2017-08-08,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-09,2017-08-22,19606.09,19606.09,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/035/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02125,LSO70008301,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2017-09-28,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-29,2018-09-28,86921.1,86921.1,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/208/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02126,LSO70008401,"ARUI, LINDA",,,2017-09-28,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-29,2018-09-28,55877.85,55877.85,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/156/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02127,LSO70007101,GESTION GOTA INC.,,,2017-09-26,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-27,2018-09-26,50445.28,50445.28,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/042/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02128,LSO70008101,TRADUCTIONS DIAPASON INC.,,,2017-09-26,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-27,2018-09-26,52773.53,52773.53,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/209/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02129,LSO70008102,"VIGNEAULT, CLAUDE",,,2017-09-26,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-27,2018-09-26,55877.85,55877.85,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/140/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02130,LSO70008103,CEC TRANSLATION SERVICES,,,2017-09-26,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-27,2018-09-26,55877.85,55877.85,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/200/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02131,LSO70008201,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2017-09-26,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-27,2018-09-26,111718.45,111718.45,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/208/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02132,LSO60009201A,"TCI TRANSLATORS, CONFERENCE INTERPRETERS INC.",,,2017-09-19,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-09-19,2018-09-18,881858.25,426010,455848.25,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/176/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02133,LSO60008301A,COMMUNICATIONS NORD/SUD INC.,,,2017-08-29,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-29,2018-08-28,186834.38,93417.19,93417.19,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/023/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02134,LSO60008302A,ANAGRAMME,,,2017-08-29,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-29,2018-08-28,273065.63,136532.81,136532.82,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/098/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02135,LSO50014001B,"TURMEL, PIERRE",,,2017-08-25,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2015-08-26,2018-08-24,206955,68985,68985,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/119/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02136,LSO70005901,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2017-08-16,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-23,2018-08-22,431156.25,431156.25,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/208/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02143,LSM70510601,NOR/WORD TEXT SERVICES,,,2017-08-09,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-10,2018-08-09,19545.75,19545.75,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,Y,,,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02137,LSO70006001,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2017-08-15,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-23,2018-08-22,431156.25,431156.25,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/208/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02138,LSO50011801B,TRADUCTION SYNTRA INC.,,,2017-08-17,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2015-08-17,2018-08-16,1103760,367920,367920,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/104/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02139,LSO50011802B,UBIQUS CANADA INC.,,,2017-08-17,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2015-08-17,2018-08-16,1241730,413910,413910,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/182/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02140,LSO60005901A,TRADUCTIONS TESSIER S.C.C. (LES),,,2017-08-15,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-15,2018-08-14,488643.75,244321.88,244321.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/064/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02141,LSO60006101A,TRADUCTIONS TESSIER S.C.C. (LES),,,2017-08-15,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-15,2018-08-14,402412.5,195457.5,206955,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/064/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02142,LSM70510401,AMM ARABIC TRANSLATION & INTERPRETATION SERVICES INC.,,,2017-08-09,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-10,2018-08-09,14113.18,14113.18,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02144,LSO50010101B,ANAGRAMME,,,2017-08-10,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2015-08-10,2018-08-09,294910.88,98303.63,98303.63,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/098/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02145,LSM70509401,"NEGAHBAN, ALIAKBAR",,,2017-08-02,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-08-03,2018-08-02,11669.96,11669.96,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02146,LSO60005801A,SYM COMMUNICATIONS,,,2017-08-04,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-05,2018-08-02,206955,103477.5,103477.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/175/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02147,LSO60006001A,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2017-08-04,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2016-08-05,2018-08-02,413910,218452.5,195457.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/120/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02148,LSO50011901B,VERSACOM,,,2017-08-03,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2015-08-03,2018-08-02,1121006.25,373668.75,373668.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/092/ZF,A,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
C-2017-2018-Q2-02162,LSO70009402,"VIGNEAULT, CLAUDE",,,2017-09-22,494,Transl. Serv. / Operating Expenses,Serv. de trad. / Charges de fonct.,2017-09-22,2017-12-31,13797,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.Serv. de trad. / Charges de fonct.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966/140305/140/ZF,C,,,,,,2017-2018-Q2,,,*,pwgsc-tpsgc,
